timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
i.5.calc,     2000,     1655,     1273,      882,      517,      225,       57,       10,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        3,        3,        3,        3,        3,        3,        4,        4,        4,        4,        4,        5,        5,        5,        5,        6,        6,        6,        6,        7,        7,        8,        8,        8,        9,        9,       10,       10,       11,       11,       12,       12,       13,       14,       14,       15,       16,       17,       18,       18,       19,       20,       21,       22,       24,       25,       26,       27,       29,       30,       32,       33,       35,       37,       39,       41,       43,       45,       47,       50,       52,       55,       58,       61,       64,       67,       70,       74,       78,       81,       86,       90,       94,       99,      104,      109,      115,      121,      127,      133,      140,      146,      154,      161,      169,      178,      186,      196,      205,      215,      226,      237,      248,      261,      273,      286,      300,      315,      330,      345,      362,      379,      397,      416,      435,      455,      476,      498,      521,      545,      570,      595
i.70.calc,     2494,     2665,     2852,     3056,     3277,     3515,     3768,     4034,     4310,     4589,     4856,     5082,     5207,     5202,     5136,     5060,     4982,     4906,     4830,     4756,     4683,     4611,     4540,     4470,     4401,     4334,     4267,     4201,     4137,     4073,     4011,     3949,     3888,     3828,     3769,     3712,     3654,     3598,     3543,     3488,     3435,     3382,     3330,     3279,     3228,     3179,     3130,     3082,     3034,     2988,     2942,     2896,     2852,     2808,     2765,     2722,     2680,     2639,     2599,     2559,     2519,     2480,     2442,     2405,     2368,     2331,     2296,     2260,     2225,     2191,     2158,     2124,     2092,     2059,     2028,     1997,     1966,     1936,     1906,     1877,     1848,     1819,     1791,     1764,     1737,     1710,     1684,     1658,     1632,     1607,     1582,     1558,     1534,     1511,     1487,     1464,     1442,     1420,     1398,     1376,     1355,     1334,     1314,     1294,     1274,     1254,     1235,     1216,     1197,     1179,     1161,     1143,     1125,     1108,     1091,     1074,     1058,     1041,     1025,     1010,      994,      979,      964,      949,      934,      920,      906,      892,      878,      865,      851,      838,      825,      813,      800,      788,      776,      764,      752,      740,      729,      718,      707,      696,      685,      675,      664,      654,      644,      634,      624,      615,      605,      596,      587,      578,      569,      560,      552,      543,      535,      527,      518,      510,      503,      495,      487,      480,      472,      465,      458,      451,      444,      437,      430,      424,      417,      411,      405,      398,      392,      386,      380,      374,      369,      363,      357,      352,      346,      341,      336,      331,      326,      321,      316,      311,      306,      301,      297,      292,      288,      283
i.42.calc,      240,      315,      413,      537,      680,      807,      829,      711,      549,      388,      241,      117,       36,        7,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.14.calc,     1751,     1405,     1043,      695,      391,      162,       40,        7,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.31.calc,     1415,     1699,     1952,     2116,     2137,     1987,     1697,     1351,     1015,      705,      430,      205,       62,       12,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
