timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
i.5.calc,     2000,     1634,     1311,     1044,      845,      728,      696,      695,      695,      694,      693,      692,      691,      689,      686,      684,      681,      677,      674,      670,      666,      661,      656,      651,      645,      640,      634,      628,      621,      615,      608,      601,      594,      586,      579,      571,      563,      556,      548,      540,      532,      523,      515,      507,      499,      490,      482,      474,      465,      457,      449,      440,      432,      424,      416,      408,      400,      392,      384,      376,      368,      361,      353,      346,      338,      331,      324,      317,      310,      303,      296,      290,      283,      277,      270,      264,      258,      252,      246,      240,      235,      229,      224,      219,      213,      208,      203,      198,      194,      189,      184,      180,      176,      171,      167,      163,      159,      155,      152,      148,      144,      141,      137,      134,      131,      128,      125,      122,      119,      116,      113,      110,      107,      104,      102,       99,       96,       93,       90,       86,       82,       78,       73,       67,       60,       53,       45,       36,       29,       22,       16,       12,        9,        6,        4,        3,        2,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        3,        3,        3,        3,        3,        3,        3,        4,        4,        4,        4,        4,        5,        5,        5,        5,        6,        6,        6,        7,        7,        7,        8,        8,        8,        9,        9,       10,       10,       11,       11,       12,       12
i.70.calc,     2494,     2894,     3356,     3879,     4444,     4969,     5149,     5002,     4831,     4663,     4501,     4345,     4195,     4049,     3909,     3773,     3642,     3516,     3394,     3276,     3163,     3053,     2947,     2845,     2746,     2651,     2559,     2470,     2385,     2302,     2222,     2145,     2071,     1999,     1929,     1862,     1798,     1736,     1675,     1617,     1561,     1507,     1455,     1404,     1356,     1309,     1263,     1219,     1177,     1136,     1097,     1059,     1022,      987,      952,      919,      887,      857,      827,      798,      771,      744,      718,      693,      669,      646,      624,      602,      581,      561,      541,      523,      505,      487,      470,      454,      438,      423,      408,      394,      380,      367,      354,      342,      330,      319,      308,      297,      287,      277,      267,      258,      249,      240,      232,      224,      216,      209,      202,      195,      188,      181,      175,      169,      163,      158,      152,      147,      142,      137,      133,      128,      124,      121,      117,      114,      111,      109,      107,      106,      106,      108,      110,      114,      120,      128,      138,      150,      164,      180,      199,      219,      241,      263,      286,      309,      330,      349,      364,      375,      382,      383,      381,      376,      369,      360,      350,      340,      329,      319,      308,      298,      288,      278,      269,      259,      251,      242,      234,      225,      218,      210,      203,      196,      189,      182,      176,      170,      164,      158,      153,      148,      143,      138,      133,      128,      124,      119,      115,      111,      107,      104,      100,       97,       93,       90,       87,       84,       81,       78,       76,       73,       70,       68,       66,       63,       61,       59,       57,       55,       53,       51
i.42.calc,      240,      228,      203,      163,      104,       38,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.14.calc,     1751,     1492,     1242,     1022,      852,      753,      736,      752,      769,      787,      805,      823,      841,      859,      877,      895,      913,      930,      948,      966,      983,     1001,     1018,     1035,     1052,     1068,     1085,     1101,     1117,     1132,     1148,     1163,     1177,     1192,     1206,     1219,     1232,     1245,     1257,     1269,     1281,     1292,     1302,     1313,     1322,     1331,     1340,     1349,     1356,     1364,     1371,     1377,     1383,     1388,     1393,     1398,     1402,     1405,     1409,     1411,     1414,     1415,     1417,     1418,     1418,     1418,     1418,     1417,     1416,     1414,     1412,     1410,     1407,     1404,     1401,     1397,     1393,     1389,     1384,     1379,     1374,     1369,     1363,     1357,     1351,     1344,     1337,     1330,     1323,     1316,     1308,     1300,     1292,     1284,     1276,     1268,     1259,     1250,     1241,     1232,     1223,     1214,     1205,     1195,     1185,     1176,     1166,     1156,     1145,     1135,     1124,     1113,     1101,     1089,     1076,     1061,     1045,     1026,     1004,      977,      945,      905,      855,      793,      720,      634,      539,      441,      346,      261,      191,      135,       94,       65,       45,       32,       23,       16,       12,       10,        8,        7,        6,        5,        5,        5,        4,        4,        4,        4,        4,        4,        4,        4,        4,        4,        4,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        3,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2,        2
i.31.calc,     1415,     1432,     1337,     1108,      745,      300,       28,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        1,        2,        2,        3,        4,        6,        8,       12,       16,       22,       31,       43,       59,       81,      110,      146,      191,      242,      296,      347,      389,      414,      421,      409,      383,      345,      301,      254,      208,      166,      127,       95,       69,       49,       34,       24,       16,       11,        8,        5,        4,        3,        2,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
