timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
i.5.calc,     2000,     1701,     1395,     1102,      840,      622,      454,      337,      269,      249,      257,      269,      282,      295,      309,      324,      340,      356,      373,      390,      409,      428,      448,      468,      490,      512,      536,      560,      585,      612,      639,      667,      697,      727,      759,      791,      825,      860,      896,      934,      972,     1012,     1053,     1095,     1138,     1183,     1228,     1275,     1323,     1372,     1423,     1474,     1526,     1580,     1634,     1690,     1746,     1803,     1861,     1920,     1979,     2039,     2100,     2161,     2222,     2284,     2346,     2408,     2471,     2533,     2596,     2658,     2720,     2782,     2843,     2904,     2965,     3025,     3084,     3143,     3201,     3258,     3314,     3369,     3424,     3477,     3529,     3581,     3631,     3680,     3728,     3775,     3820,     3865,     3908,     3950,     3991,     4030,     4069,     4106,     4142,     4177,     4210,     4243,     4275,     4305,     4334,     4362,     4390,     4416,     4441,     4465,     4489,     4511,     4533,     4553,     4573,     4592,     4610,     4628,     4645,     4661,     4676,     4691,     4705,     4718,     4731,     4743,     4754,     4765,     4775,     4784,     4793,     4801,     4807,     4813,     4817,     4818,     4817,     4812,     4801,     4783,     4754,     4710,     4643,     4546,     4404,     4204,     3927,     3563,     3110,     2591,     2048,     1533,     1092,      744,      490,      315,      199,      124,       77,       48,       30,       19,       13,        9,        6,        5,        5,        5,        5,        5,        5,        5,        6,        6,        6,        7,        7,        7,        8,        8,        8,        9,        9,       10,       10,       11,       11,       12,       13,       13,       14,       15,       15,       16,       17,       18,       19,       20,       21,       22
i.70.calc,     2494,     2769,     3077,     3422,     3803,     4221,     4668,     5124,     5525,     5700,     5614,     5481,     5348,     5218,     5091,     4967,     4847,     4729,     4614,     4502,     4393,     4286,     4182,     4080,     3981,     3884,     3790,     3698,     3608,     3520,     3435,     3351,     3270,     3190,     3113,     3037,     2963,     2891,     2821,     2753,     2686,     2620,     2557,     2495,     2434,     2375,     2317,     2261,     2206,     2152,     2100,     2049,     1999,     1951,     1903,     1857,     1812,     1768,     1725,     1683,     1642,     1602,     1563,     1525,     1488,     1452,     1417,     1382,     1349,     1316,     1284,     1253,     1222,     1193,     1164,     1135,     1108,     1081,     1055,     1029,     1004,      980,      956,      933,      910,      888,      866,      845,      825,      805,      785,      766,      747,      729,      711,      694,      677,      661,      645,      629,      614,      599,      584,      570,      556,      543,      530,      517,      504,      492,      480,      468,      457,      446,      435,      424,      414,      404,      394,      385,      375,      366,      357,      349,      340,      332,      324,      316,      309,      301,      294,      288,      281,      275,      269,      263,      258,      254,      250,      247,      246,      246,      248,      252,      260,      272,      288,      309,      335,      367,      404,      448,      498,      556,      620,      692,      773,      863,      962,     1070,     1189,     1317,     1453,     1594,     1735,     1866,     1970,     2026,     2028,     1998,     1956,     1910,     1864,     1819,     1775,     1732,     1690,     1648,     1608,     1569,     1531,     1494,     1458,     1422,     1388,     1354,     1321,     1289,     1258,     1227,     1197,     1168,     1140,     1112,     1085,     1059,     1033,     1008,      983,      960,      936,      913
i.42.calc,      240,      241,      240,      234,      219,      193,      152,       98,       40,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.14.calc,     1751,     1443,     1144,      871,      638,      453,      316,      224,      171,      151,      148,      148,      148,      148,      148,      148,      148,      148,      148,      148,      148,      148,      148,      148,      148,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      149,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      150,      151,      151,      151,      151,      151,      151,      151,      151,      151,      151,      151,      151,      151,      151,      151,      152,      152,      152,      152,      152,      152,      152,      152,      152,      152,      152,      152,      152,      152,      152,      153,      153,      153,      153,      153,      153,      153,      153,      153,      153,      153,      153,      153,      153,      153,      154,      154,      154,      154,      154,      154,      154,      154,      154,      154,      154,      154,      154,      154,      154,      155,      155,      155,      155,      155,      155,      155,      155,      155,      155,      155,      155,      155,      154,      154,      153,      153,      151,      150,      147,      144,      138,      131,      122,      109,       94,       76,       59,       43,       29,       19,       12,        7,        4,        3,        2,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.31.calc,     1415,     1579,     1683,     1698,     1600,     1385,     1067,      679,      288,       46,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        1,        2,        2,        3,        4,        6,        8,       11,       15,       21,       30,       42,       60,       86,      123,      178,      258,      374,      538,      763,     1056,     1409,     1792,     2155,     2442,     2613,     2654,     2581,     2419,     2197,     1940,     1667,     1388,     1113,      849,      602,      382,      205,       88,       30,        9,        3,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
