timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
i.5.calc,     2000,     1680,     1335,      990,      676,      417,      227,      106,       44,       18,        8,        5,        3,        3,        3,        3,        3,        3,        3,        4,        4,        4,        4,        4,        5,        5,        5,        5,        6,        6,        6,        6,        7,        7,        7,        8,        8,        9,        9,       10,       10,       11,       11,       12,       12,       13,       14,       14,       15,       16,       17,       17,       18,       19,       20,       21,       22,       24,       25,       26,       27,       29,       30,       32,       33,       35,       37,       39,       41,       43,       45,       47,       50,       52,       55,       58,       61,       64,       67,       70,       74,       77,       81,       85,       90,       94,       99,      104,      109,      115,      120,      126,      133,      139,      146,      153,      161,      169,      177,      186,      195,      205,      215,      226,      237,      248,      260,      273,      286,      300,      314,      329,      345,      361,      378,      396,      415,      434,      455,      476,      498,      521,      544,      569,      595,      621,      649,      678,      708,      739,      771,      804,      838,      874,      910,      948,      987,     1027,     1069,     1111,     1155,     1200,     1246,     1294,     1342,     1392,     1443,     1495,     1547,     1601,     1656,     1712,     1769,     1826,     1885,     1944,     2003,     2064,     2124,     2186,     2247,     2309,     2371,     2433,     2495,     2557,     2619,     2681,     2742,     2802,     2862,     2921,     2978,     3034,     3087,     3138,     3186,     3228,     3265,     3294,     3311,     3313,     3295,     3248,     3163,     3028,     2833,     2569,     2240,     1864,     1473,     1105,      791,      543,      361,      234,      150,       95,       60,       38,       24,       16
i.70.calc,     2494,     2665,     2851,     3054,     3273,     3508,     3759,     4024,     4301,     4585,     4864,     5115,     5288,     5325,     5270,     5193,     5114,     5036,     4958,     4882,     4807,     4733,     4660,     4589,     4518,     4449,     4380,     4313,     4246,     4181,     4117,     4053,     3991,     3930,     3869,     3810,     3751,     3694,     3637,     3581,     3526,     3471,     3418,     3366,     3314,     3263,     3213,     3163,     3115,     3067,     3019,     2973,     2927,     2882,     2838,     2794,     2751,     2709,     2667,     2626,     2586,     2546,     2507,     2468,     2430,     2393,     2356,     2320,     2284,     2249,     2215,     2181,     2147,     2114,     2082,     2050,     2018,     1987,     1956,     1926,     1897,     1867,     1839,     1810,     1783,     1755,     1728,     1702,     1675,     1650,     1624,     1599,     1575,     1551,     1527,     1503,     1480,     1457,     1435,     1413,     1391,     1370,     1349,     1328,     1307,     1287,     1268,     1248,     1229,     1210,     1191,     1173,     1155,     1137,     1120,     1103,     1086,     1069,     1052,     1036,     1020,     1005,      989,      974,      959,      944,      930,      915,      901,      887,      874,      860,      847,      834,      821,      809,      796,      784,      772,      760,      748,      737,      726,      714,      703,      693,      682,      671,      661,      651,      641,      631,      621,      612,      602,      593,      584,      575,      566,      558,      549,      541,      532,      524,      516,      509,      501,      493,      486,      479,      472,      466,      460,      454,      448,      444,      440,      437,      435,      435,      437,      441,      449,      460,      476,      495,      519,      548,      581,      618,      659,      703,      752,      803,      859,      918,      980,     1045,     1113,     1183,     1254,     1326
i.42.calc,      240,      277,      322,      372,      423,      469,      494,      480,      421,      329,      225,      125,       47,       10,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.14.calc,     1751,     1426,     1094,      781,      512,      302,      157,       70,       28,       11,        5,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
i.31.calc,     1415,     1699,     1955,     2133,     2191,     2109,     1899,     1599,     1255,      910,      588,      312,      113,       24,        4,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        1,        1,        2,        3,        4,        5,        6,        9,       12,       16,       22,       30,       42,       58,       81,      114,      160,      226,      319,      447,      619,      836,     1090,     1358,     1605,     1794,     1902,     1923,     1867,     1753,     1602,     1430,     1250,     1071,      898,      734
